"ERP System","Payment_Term","Text",					
"P41","Y019","dans les 8 jours 4 % d'escompte - dans les 14 jours 2 % d'escompte - dans les 30 jours Net dû",								
"P41","Y020","dans les 8 jours 4 % d'escompte - dans les 14 jours 3 % d'escompte - dans les 30 jours Net dû",								
"P41","Y021","dans les 10 jours 1 % d'escompte - dans les 21 jours Net dû",								
"P41","Y022","dans les 10 jours 1 % d'escompte - dans les 30 jours Net dû",								
"P41","Y023","dans les 10 jours 2 % d'escompte - dans les 14 jours net dû",								
"P41","Y024","dans les 10 jours 2 % d'escompte - dans les 21 jours net dû",								
"P41","Y025","dans les 10 jours 2 % d'escompte - dans les 30 jours Net dû",								
"P41","Y026","dans les 10 jours 2 % d'escompte - dans les 60 jours, Net dû",								
"P41","Y027","dans les 10 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y028","dans les 10 jours 2 % d'escompte - dans les 20 jours 1 % d'escompte - dans les 30 jours net dû",								
"P41","Y029","dans les 10 jours 3 % d'escompte - dans les 21 jours net dû",								
"P41","Y030","dans les 10 jours 3 % d'escompte, dans les 30 jours Net dû",								
"P41","Y031","dans les 10 jours 3 % d'escompte - dans les 60 jours net dû",								
"P41","Y032","dans les 10 jours 3 % d'escompte - dans les 14 jours 2 % d'escompte - dans les 30 jours net dû",								
"P41","Y033","dans les 10 jours 3 % d'escompte - dans les 21 jours 2 % d'escompte - dans les 30 jours Net dû",								
"P41","Y034","dans les 10 jours 3 % d'escompte, dans les 30 jours 2 % d'escompte - dans les 45 jours Net dû",								
"P41","Y035","dans les 10 jours 3 % d'escompte - dans les 30 jours 2 % d'escompte - dans les 60 jours Net dû",								
"P41","Y036","dans les 10 jours 3 % d'escompte, dans les 30 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y037","dans les 10 jours 3 % d'escompte - dans les 60 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y038","dans les 10 jours 4 % d'escompte, dans 30 jours 2 % d'escompte - dans les 45 jours net dû",								
"P41","Y039","dans les 10 jours 4 % d'escompte - dans les 30 jours 2 % d'escompte - dans les 60 jours net dû",								
"P41","Y040","dans les 14 jours 1 % d'escompte- dans les 30 jours, Net dû",								
"P41","Y041","dans les 14 jours 2 % d'escompte - dans les 21 jours Net dû",								
"P41","Y042","dans les 14 jours 2 % d'escompte - dans les 30 jours net dû",								
"P41","Y043","dans les 14 jours 2 % d'escompte, dans les 45 jours net dû",								
"P41","Y044","dans les 14 jours 2 % d'escompte - dans les 60 jours net dû",								
"P41","Y045","dans les 14 jours 3 % d'escompte, dans les 21 jours Net dû",								
"P41","Y046","dans les 14 jours 3 % d'escompte, dans les 30 jours net dû",								
"P41","Y047","dans les 14 jours 3 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y048","dans les 14 jours 3 % d'escompte, dans les 90 jours net dû",								
"P41","Y049","dans les 14 jours 3 % d'escompte - dans 20 jours 2 % d'escompte - dans les 30 jours net dû",								
"P41","Y050","dans les 14 jours 3 % d'escompte, dans les 30 jours 1 % d'escompte - dans les 90 jours net dû",								
"P41","Y051","dans les 14 jours 3 % d'escompte - dans 30 jours 2 % d'escompte - dans les 45 jours net dû",								
"P41","Y052","dans les 14 jours 3 % d'escompte, dans les 30 jours 2 % d'escompte dans les 60 jours - Net dû",								
"P41","Y053","dans les 14 jours 3 % d'escompte - dans 30 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y054","dans les 14 jours 4 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y055","dans les 14 jours 4 % d'escompte, dans les 30 jours 2 % d'escompte dans les 60 jours net dû",								
"P41","Y056","dans les 14 jours 4 % d'escompte, dans les 30 jours 2 % d'escompte dans les 90 jours net dû",								
"P41","Y057","dans les 20 jours 2 % d'escompte - dans les 30 jours net dû",								
"P41","Y058","dans les 20 jours 2 % d'escompte - dans les 40 jours Net dû",								
"P41","Y059","dans les 20 jours 3 % d'escompte, dans les 30 jours Net dû",								
"P41","Y060","dans les 21 jours 3 % d'escompte, dans les 30 jours Net dû",								
"P41","Y061","dans les 21 jours 3 % d'escompte - dans les 60 jours net dû"								
"P41","Y062","dans les 25 jours 3 % d'escompte - dans les 90 jours net dû",								
"P41","Y063","dans les 30 jours 2 % d'escompte - dans les 45 jours Net dû",								
"P41","Y064","dans les 30 jours 2 % d'escompte - dans les 60 jours net dû",								
"P41","Y065","dans les 30 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y066","dans les 30 jours 3 % d'escompte, dans les 45 jours, Net dû",								
"P41","Y067","dans les 30 jours 3 % d'escompte - dans les 60 jours net dû",								
"P41","Y068","dans les 30 jours 3 % d'escompte - dans les 90 jours net dû",								
"P41","Y069","dans les 30 jours 3 % d'escompte - dans les 60 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y070","dans les 45 jours 2 % d'escompte - dans les 90 jours net dû",								
"P41","Y071","dans les 30 jours 2 % d'escompte - dans les 35 jours net dû",								
"P41","Y072","Dans les 10 jours sans déduction",								
"P41","Y073","dans 15 jours, 3 % d'escompte, dans les 45 jours, Net dû",								
"P41","Y074","dans les 8 jours 0,5 % d'escompte, dans les 30 jours Net dû",								
"P41","Y075","dans les 10 jours 0,5 % d'escompte, dans les 30 jours Net dû",								
"P41","Y076","dans les 10 jours 0,5 % d'escompte, dans les 30 jours Net dû",								
"P41","Y077","dans les 21 jours 2 % d'escompte - dans les 30 jours Net dû",								
"P41","Y078","dans les 21 jours 2 % d'escompte, dans les 45 jours net dû",								
"P41","Y079","dans les 20 jours 4 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y080","dans les 7 jours Net dû",								
"P41","Y081","0,5 % 20 jours 30 jours net",								
"P41","Y082","dans les 18 jours Net dû",								
"P41","Y083","dans les 20 jours Net dû",								
"P41","Y084","dans les 25 jours Net dû",								
"P41","Y085","dans les 28 jours sans déduction",								
"P41","Y086","dans les 32 jours Net dû",								
"P41","Y087","dans les 40 jours Net dû",								
"P41","Y088","Sans frais",								
"P41","Y089","Lettre de crédit irrévocable",								
"P41","Y090","Paiement déjà reçu",								
"P41","Y091","dans les 25 jours 0,5 % d'escompte, dans les 30 jours Net dû",								
"P41","Y092","L/C irrévocable et confirmée",								
"P41","Y093","Paiement anticipé",								
"P41","Y094","Document contre acceptation",								
"P41","Y095","Document contre paiement",								
"P41","Y096","# Selon le contrat",								
"P41","Y097","Payable à la fin du mois suivant après la date de facturation",								
"P41","Y098","Payable payer à la fin du deuxième mois après date de facture",								
"P41","Y099","Avant le 25 du mois suivant 		 Net dû",						
"P41","Y100","Avant le 15 du mois suivant 		 Net dû",						
"P41","Y101","Avant le 15 dans 2 mois, net dû",								
"P41","Y102","Avant le 15 dans 3 mois, net dû",								
"P41","Y103","Avant le 15 dans 4 mois, net dû",								
"P41","Y104","Avant le 15 dans 5 mois, net dû",								
"P41","Y105","Avant le 15 dans 6 mois, net dû",								
"P41","Y106","1 % 10 jours net 20 jours",								
"P41","Y107","0,5 % 10 jours",								
"P41","Y108","2 % 10 jours net 30 jours",								
"P41","Y109","2 % 30 jours net 31 jours",								
"P41","Y110","2 % 30 jours",								
"P41","Y111","Dans les 120 jours sans déduction",								
"P41","Y112","Dans les 150 jours sans déduction",								
"P41","Y113","Dans les 180 jours sans déduction",								
"P41","Y114","dans les 210 jours Net dû",								
"P41","Y115","dans les 240 jours, Net dû",								
"P41","Y116","dans les 270 jours, Net dû",								
"P41","Y117","Payable dans les 300 jours à compter de la date de facturation",								
"P41","Y118","Dans les 360 jours sans déduction",								
"P41","Y119","Dans les 450 jours Net dû",								
"P41","Y120","Dans les 540 jours, net dû",								
"P41","Y121","Dans 720 jours Net dû",								
"P41","Y122","dans les 60 jours 3 % d'escompte, dans les 90 jours net dû",								
"P41","Y124","dans les 45 jours 3 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y125","dans les 45 jours 3 % d'escompte - dans les 60 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y126","dans les 75 jours 3 % d'escompte - dans 90 jours 2 % d'escompte - dans les 120 jours Net dû",								
"P41","Y127","dans les 105 jours 3 % d'escompte, dans les 120 jours 2 % d'escompte dans les 150 jours - Net dû",								
"P41","Y128","dans les 135 jours 3 % d'escompte, dans les 150 jours 2 % d'escompte dans les 180 jours - Net dû",								
"P41","Y129","dans les 14 jours 3 % d'escompte, dans les 30 jours 2 % d'escompte - dans les 180 jours Net dû",								
"P41","Y130","dans les 14 jours 1,5 % d'escompte, dans les 30 jours Net dû",								
"P41","Y131","dans les 8 jours 5 % d'escompte, dans les 30 jours Net dû",								
"P41","Y132","dans les 21 jours 5 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y133","dans les 30 jours 3 % d'escompte",								
"P41","Y134","dans les 10 jours 5 % d'escompte, dans les 30 jours net dû",								
"P41","Y135","dans les 24 jours 2 % d'escompte - dans les 30 jours Net dû",								
"P41","Y136","dans les 7 jours 3 % d'escompte, dans les 14 jours 2 % d'escompte - dans les 30 jours net dû",								
"P41","Y137","15 jours 1,5 % 30 jours net",								
"P41","Y138","dans les 14 jours 2 % d'escompte, dans les 90 jours net dû",								
"P41","Y139","dans les 14 jours 2 % d'escompte - dans les 30 jours 1 % d'escompte - dans les 60 jours net dû",								
"P41","Y140","dans les 8 jours 3 % d'escompte - dans les 30 jours 2 % d'escompte - dans les 90 jours Net dû",								
"P41","Y141","dans les 14 jours 1 % d'escompte - dans les 90 jours Net dû",								
"P41","Y142","dans les 30 jours 4 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y143","dans les 10 jours 3 % d'escompte, dans les 90 jours net dû",								
"P41","Y144","dans les 60 jours Date limite nette de référence le 30 du mois",								
"P41","Y145","dans les 15 jours 1,5 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y146","dans les 8 jours 2 % d'escompte, dans les 30 jours Net dû",								
"P41","Y147","dans les 20 jours 1 % d'escompte",								
"P41","Y148","dans les 14 jours 3 % d'escompte",								
"P41","Y149","dans les 15 jours 3 % d'escompte, dans les 90 jours Net dû",								
"P41","Y150","Dans les 105 jours sans déduction",								
"P41","Y151","dans les 10 jours 1 % d'escompte - dans les 60 jours, Net dû",								
"P41","Y152","dans les 10 jours 1 % d'escompte - dans les 45 jours, Net dû",								
"P41","Y153","dans les 10 jours 1,5 % d'escompte - dans les 30 jours Net dû",								
"P41","Y154","dans les 10 jours 2 % d'escompte, dans les 45 jours net dû",								
"P41","Y155","dans les 10 jours 1,5 % d'escompte, dans les 45 jours, Net dû",								
"P41","Y156","dans les 15 jours 3 % d'escompte, dans les 30 jours net dû",								
"P41","Y157","dans les 15 jours 0,5 % d'escompte, dans les 45 jours Net dû",								
"P41","Y158","Payable en 2 montants partiels - versement 1 : 80,000 % avec modalités de paiement Y005- versement 2 : 20,000 % avec modalités de paiement Y008",								
"P41","Y159","dans les 14 jours 1 % d'escompte, dans les 75 jours Net dû",								
"P41","Y160","dans les 75 jours sans déduction",								
"P41","Y161","L/C / document d'entreprise 75 jours",								
"P41","Y162","dans les 10 jours 0,5 % d'escompte, dans les 45 jours, Net dû",								
"P41","Y163","0,5 % 30 jours 90 jours net",								
"P41","Y164","dans les 45 jours 2 % d'escompte - dans les 75 jours Net dû",								
"P41","Y165","dans les 45 jours 2 % d'escompte - dans les 60 jours, Net dû",								
"P41","Y166","2,5 % 10 jours net 30 jours",								
"P41","Y167","4 % 10 jours net 30 jours",								
"P41","Y168","4 % 20 jours net 30 jours",								
"P41","Y169","5 % 10 jours net 30 jours",								
"P41","Y170","dans les 10 jours 1 % d'escompte - dans les 40 jours, Net dû",								
"P41","Y171","dans les 15 jours 1 % d'escompte, dans les 45 jours net dû",								
"P41","Y172","dans les 15 jours 2 % d'escompte, dans les 90 jours net dû",								
"P41","Y173","dans 135 jours 2 % d'escompte - dans 136 jours Net dû",								
"P41","Y174","dans les 20 jours 1 % d'escompte - dans les 30 jours Dû",								
"P41","Y175","dans les 30 jours 1 % d'escompte- dans les 45 jours, Net dû",								
"P41","Y176","dans les 45 jours 1 % d'escompte, dans les 60 jours, Net dû",								
"P41","Y177","dans les 18 jours 1 % d'escompte - dans les 30 jours, Net dû",								
"P41","Y178","dans les 18 jours 2 % d'escompte - dans les 30 jours Net dû",								
"P41","Y179","2 % 20 jours net 60 jours",								
"P41","Y180","Avant le 10 du mois suivant 		 Net dû",						
"P41","Y181","Pour les factures entrantes jusqu'au 25 du mois - avant le 10 du mois suivant 		 2 % d'escompte - avant le 25 du mois suivant 		 net dû - Pour les factures entrantes jusqu'à la fin du mois - Avant le 10 dans 2 mois 2 % d'escompte - Avant le 25 dans 2 mois net dû				
"P41","Y182","Avant le 10 du mois suivant 		 1 % d'escompte",						
"P41","Y183","Payable immédiatement 1 % d'escompte",								
"P41","Y184","Payable immédiatement 1,5 % d'escompte",								
"P41","Y185","Payable immédiatement 2 % d'escompte",								
"P41","Y186","Payable immédiatement 10 % d'escompte",								
"P41","Y187","dans les 30 jours 10 % d'escompte",								
"P41","Y188","Payable en 2 montants partiels - versement 1 : 90,000% avec modalités de paiement Y007- versement 2 : 10,000 % avec modalités de paiement Y008 ",								
"P41","Y189","90% 60 jours, 10% 120 jours net",								
"P41","Y190","Payable en 2 montants partiels - versement 1 : 90,000% avec modalités de paiement Y007- versement 2 : 10,000% avec modalités de paiement Y112",								
"P41","Y191","Payable en 2 montants partiels - versement 1 : 90,000% avec modalités de paiement Y007- versement 2 : 10,000 % avec modalités de paiement Y113",								
"P41","Y193","Payable en 2 montants partiels - versement 1 : 90,000 % avec modalités de paiement Y008- versement 2 : 10,000 % avec modalités de paiement Y111 ",								
"P41","Y194","Payable en 2 montants partiels - versement 1 : 90,000 % avec modalités de paiement Y008- versement 2 : 10,000% avec modalités de paiement Y112",								
"P41","Y195","Payable en 2 montants partiels - versement 1 : 90,000 % avec modalités de paiement Y008- versement 2 : 10,000 % avec modalités de paiement Y113",								
"P41","Y196","Payable en 3 montants partiels - versement 1 : 33,000% avec modalités de paiement Y005- versement 2 : 33,000 % avec modalités de paiement Y007- versement 3 : 34,000% avec modalités de paiement Y008 ",								
"P41","Y197","Payable en 3 montants partiels - versement 1 : 33,000% avec modalités de paiement Y005- versement 2 : 33,000 % avec modalités de paiement Y007- versement 3 : 34,000 % avec modalités de paiement Y111 ",								
"P41","Y198","Payable en 3 montants partiels - versement 1 : 33,000% avec modalités de paiement Y005- versement 2 : 33,000% avec modalités de paiement Y008-3 - versement 3 : 34,000 % avec modalités de paiement Y113 ",								
"P41","Y199","Payable en 3 montants partiels - versement 1 : 10,000% avec modalités de paiement Y000 - versement 2 : 80,000% avec modalités de paiement Y005 - versement 3 : 10,000 % avec modalités de paiement Y113",								
"P41","Y200","dans les 50 jours Net dû",								
"P41","Y201","dans les 80 jours, Net dû",								
"P41","Y202","dans les 85 jours Net dû",								
"P41","Y203","net dû imméd. 50 % / 50 % dans 30 jours net dû",								
"P41","Y204","dans les 330 jours Net dû",								
"P41","Y205","dans les 365 jours sans déduction",								
"P41","Y206","dans les 390 jours, net dû",								
"P41","Y207","dans les 420 jours Net dû",								
"P41","Y208","dans les 480 jours Net dû",								
"P41","Y209","dans les 510 jours Net dû",								
"P41","Y210","dans 570 jours net dû",								
"P41","Y211","dans les 660 jours Net dû",								
"P41","Y212","dans les 630 jours Net dû",								
"P41","Y213","dans les 600 jours Net dû",								
"P41","Y214","dans les 690 jours dus",								
"P41","Y215","dans les 750 jours Net dû",								
"P41","Y216","dans les 780 jours dus",								
"P41","Y217","dans 810 jours net dû",								
"P41","Y218","dans les 840 jours Net dû",								
"P41","Y219","dans les 870 jours net dû",								
"P41","Y220","dans les 900 jours Net dû",								
"P41","Y221","dans les 930 jours Net dû",								
"P41","Y222","dans les 960 jours Net dû",								
"P41","Y223","dans les 990 jours net dû",								
"P41","Y224","Contrat de 2 ans : paiem 24 mois",								
"P41","Y225","Contrat de 5 ans - paiem. 60 mois",								
"P41","Y226","dans 370 jours Net dû",								
"P41","Y227","Plan tarifaire 30/60/90 jours",								
"P41","Y300","selon le contrat",								
"P41","Y301","L/C / document d'entreprise",								
"P41","Y302","Sans frais",								
"P41","Y303","Financement selon contrat",								
"P41","Y304","Financement selon contrat",								
"P41","Y305","dans les 15 jours 0,5 % d'escompte",								
"P41","Y306","contre paiement anticipé",								
"P41","Y307","L/C / document d'entreprise",								
"P41","Y308","15 % immédiatement, 85 % net 30 jours",								
"P41","Y309","90 %30 jours, 10 % net 180 jours",								
"P41","Y310","80 %30 jours, 20 % net 180 jours",								
"P41","Y311","10 % immédiatement, 90 % net 30 jours",								
"P41","Y312","Payable en 2 montants partiels - versement 1 : 70,000% avec modalités de paiement Y007 - versement 2 : 30,000% avec modalités de paiement Y008",								
"P41","Y313","Payable en 2 montants partiels - versement 1 : 50,000% avec modalités de paiement Y005 - versement 2 : 50,000% avec modalités de paiement Y113",								
"P41","Y314","30 % d'acompte, L/C 70 % 60 jours",								
"P41","Y315","L/C / document d'entreprise",								
"P41","Y316","L/C / document d'entreprise",								
"P41","Y317","90 % LC / 10 % d'acompte",								
"P41","Y318","90 % LC / 10 % à 90 jours",								
"P41","Y401","Argent contre documents",								
"P41","Y402","Pour les factures entrantes jusqu'au 15 du mois - dans les 14 jours 2 % d'escompte - dans les 30 jours 1,5 % d'escompte - dans les 45 jours net dû, Date limite - 30 du mois",								
"P41","Y403","dans les 14 jours 3 % d'escompte - dans les 30 jours 1 % d'escompte - dans les 60 jours net dû",								
"P41","Y404","dans les 10 jours 2 % d'escompte - dans les 30 jours 1 % d'escompte - dans les 50 jours net dû",								
"P41","Y405","Avant la fin du mois 4 % d'escompte - Avant le 15 du mois suivant 		 2 % d'escompte - Avant le 15 dans 2 mois, Net dû ",						
"P41","Y407","Argent contre documents (objectif de paiement de 60 jours)",								
"P41","Y408","dans les 10 jours 2 % d'escompte - dans les 40 jours net dû",								
"P41","Y409","Payable immédiatement net dû date limite le 10 du mois suivant",								
"P41","Y410","dans les 10 jours 3 % d'escompte",								
"P41","Y411","Payable immédiatement net dû date limite le 11 du mois suivant",								
"P41","Y413","dans les 10 jours 5 % d'escompte",								
"P41","Y414","dans les 10 jours 3 % d'escompte - dans les 15 jours 2 % d'escompte - dans les 20 jours Net dû",								
"P41","Y416","dans les 15 jours, 0,25 % d’escompte - dans les 90 jours, Net dû",								
"P41","Y418","dans les 15 jours 1 % d'escompte",								
"PD2","C105","105 jours net",								
"PD2","C120","120 jours net",								
"PD2","C133","Taux d'escompte égal à net 120 jours",								
"PD2","C150","150 jours net",								
"PD2","C163","Taux d'escompte supérieur à net 120 jours",								
"PD2","C180","net 180 jours",								
"PD2","C600","60 jours net",								
"PD2","C612","Taux d'escompte égal à net 60 jours",								
"PD2","C613","Taux d'escompte supérieur à 60 jours net",								
"PD2","C615","Taux d'escompte 1 et 2 supérieurs à 60 jours net",								
"PD2","C632","Taux d'escompte supérieur à 60 jours net",								
"PD2","C633","Taux d'escompte supérieur à 60 jours net",								
"PD2","C750","75 jours net",								
"PD2","C900","90 jours net",								
"PD2","C913","Taux d'escompte égal à net 90 jours",								
"PD2","C915","Taux d'escompte 1 et 2 supérieurs à 90 jours net",								
"PD2","C932","Taux d'escompte égal à net 90 jours",								
"PD2","C933","Taux d'escompte supérieur à 90 jours net",								
"PD2","C935","Taux d'escompte supérieur à 90 jours net",								
"PD2","C963","Taux d'escompte supérieur à 90 jours net",								
"PD2","D001","Ne pas utiliser : modalité non effective, paiement std",								
"PD2","D002","Ne pas utiliser : modalité non effective, paiement std",								
"PD2","D003","2 %/20 - Net 55",								
"PD2","D004","3 % d'escompte 10 jours ou STD sans réduction",								
"PD2","D005","5 % d'escompte 10 jours ou STD sans réduction",								
"PD2","D006","Net 55 jours",								
"PD2","D007","Date fact 1-10 1,5 % le 25e ou STD 0 % Date fact 11-15 1,5 % le 25e ou STD 0% Date fact 16-20 1,5 % le 10e jour ou STD 0%",								
"PD2","D008","Date fact 1-10 2 % le 25e ou STD 0% Date fact 11-15 2 % le 25e ou STD 0% Date fact 16-20 2 % le 10e suivant ou STD 0% Date fact  21-31 2 % le 10 suivant ou STD 0% ",								
"PD2","D009","1 % d'escompte 30 jours ou STD sans escompte",								
"PD2","D010","5 % d'escompte 30 jours ou STD sans escompte",								
"PD2","D011","Ne pas utiliser : modalité non effective paiement STD",								
"PD2","D012","1,25 % 20 jours, net 30 jours",								
"PD2","D013","2,0 % 10 jours",								
"PD2","D014","1,5 % d'escompte 30 jours ou STD sans esc",								
"PD2","D015","2 % d'escompte 30 jours ou STD sans escompte",								
"PD2","D016","3 % d'escompte 30 jours ou STD sans escompte",								
"PD2","D017","2 % 15, net 30 jours",								
"PD2","D018","1 % 10 jours ou 55 jours sans esc.",								
"PD2","D020","3,0 % 10 jours",								
"PD2","D021","5,0 % 10 jours",								
"PD2","D022","1,0 % 10 jours ou 30 jours sans esc.",								
"PD2","D023","1 % 15 jours, net 55 jours",								
"PD2","D024","1,0 % d'escompte - Paiement lors du prochain cycle de paiement",								
"PD2","D025","1,5 % d'escompte - Paiement lors du prochain cycle de paiement",								
"PD2","D026","2,0 % d'escompte - Paiement lors du prochain cycle de paiement",								
"PD2","D027","5,0 % d'escompte - Paiement lors du prochain cycle de paiement",								
"PD2","D029","Dans les 14 jours - 3 % d'escompte - Net 30",								
"PD2","D030","Dans les 14 jours - 2 % d'escompte - Net 30",								
"PD2","D033","2,5 % d'escompte 10 jours ou STD 0 %",								
"PD2","D034","Ne pas utiliser : modalité non effective paiement STD",								
"PD2","D035","1,5 %/ 20 jours- net 55",								
"PD2","D036","2 % d'escompte 20 jours ou STD 0 %",								
"PD2","D037","1,5 % 20 jours ou net 30 jours",								
"PD2","D038","2,0% d'escompte non net 55",								
"PD2","E001","Prochain paiement après enregistrement",								
"PD2","EA30","TÉF : Date de facture 1-15, net au 13 suivant TÉF : date de facture 16-31, net au 28 suivant",								
"PD2","EAOP","Fin de la période d'exercice 60 jours",								
"PD2","EF10","Net 13 jours",								
"PD2","EF15","TÉF net 15 jours + 3 jours",								
"PD2","EF30","Net 33 jours",								
"PD2","EF45","TÉF net 45 jours + 3 jours",								
"PD2","EFD0","Ne pas utiliser : modalité non effective paiement STD",								
"PD2","EFD1","Ne pas utiliser : modalité non effective paiement STD",								
"PD2","EFD2","TÉF - 1,0 % 10 jours, net 25 jours - Howmet",								
"PD2","EFD3","TÉF-2,0 % 10 jours + 3 ou TÉF STD",								
"PD2","EFD4","Net 55 jours",								
"PD2","EFD5","TÉF-5,0 % 10 jours + 3 ou TÉF STD",								
"PD2","EFD6","TÉF-10,0 % 10 jours + 3 ou TÉF STD",								
"PD2","EFD7","TÉF-3,0 % 10 jours + 3 ou TÉF STD",								
"PD2","EFN0","TÉF 0,5 % d'escompte, net 55 jours + 3",								
"PD2","EFN1","TÉF 1,0 % d'escompte, net 55 jours + 3",								
"PD2","EFN2","TÉF 2,0 % d'escompte, net 55 jours + 3",								
"PD2","EFN3","TÉF 3,0 % d'escompte, net 55 jours + 3",								
"PD2","EFN5","TÉF 5,0 % d'escompte, net 55 jours + 3",								
"PD2","EFN6","TÉF 1,5 % d'escompte, net 55 jours + 3",								
"PD2","EFN7","TÉF 10,0 % d'escompte, net 55 jours + 3",								
"PD2","EFT","Net 60 jours",								
"PD2","HB04","2 versements : 95 % et 5 %",								
"PD2","HB05","2 versements : 90 % et 10 %",								
"PD2","HB06","2 versements : 85 % et 15 %",								
"PD2","IC00","Prélèvement auto fix ICC 15. M.+0",								
"PD2","IC01","Prélèvement auto fix ICC 15. M.+1",								
"PD2","IC02","Prélèvement auto fix ICC 15. M.+2",								
"PD2","IC03","Prélèvement auto fix ICC 15. M.+3",								
"PD2","IC04","Prélèvement auto fix ICC 15. M.+4",								
"PD2","IC05","Prélèvement auto fix ICC 15. M.+5",								
"PD2","IC06","Prélèvement auto fix ICC 15. M.+6",								
"PD2","IC30","Prélèvement auto fin de mois ICC. M+1",								
"PD2","IC31","Prélèvement auto fin de mois ICC. M+1",								
"PD2","IC32","Prélèvement auto fin de mois ICC. M+2",								
"PD2","IC34","ICC - Dû à + 4 mois",								
"PD2","ICUT","Prélèvement auto fin de mois ICC. M+0",								
"PD2","N010","Net 10 jours",								
"PD2","N015","Net 15 jours",								
"PD2","N020","Net 20 jours",								
"PD2","N025","Net 25 jours",								
"PD2","N030","Net 30 jours,								
"PD2","N045","Net 45 jours",								
"PD2","N060","Net 60 jours",								
"PD2","N090","Net 90 jours",								
"PD2","N120","Net 120 jours",								
"PD2","N150","Net 150 jours",								
"PD2","N180","Net 180 jours",								
"PD2","NA30","Net 55 jours",								
"PD2","NB30","Inv datée du 1er au 15, due le 30 du mois en cours Inv datée du 16 au 31, due le 15 du"								
"PD2","PROG","Paiement progressif - Conditions générales Siemens Westinghouse Progress Payment",								
"PD2","RET1","Retenue de 5 %",								
"PD2","RET2","Retenue de 10 %",								
"PD2","RET3","Retenue de 15 %",								
"PD2","S001","Modalité net spéciale",								
"PD2","SFST","Modalités standard de Siemens Fossil Power Corp",								
"PD2","STND","Net 60 jours",								
"PS1","0000","Payable immédiatement net dû",								
"PS1","0001","Paiement immédiat 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0002","Dans les 10 jours Net dû",								
"PS1","0003","dans les 10 jours 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0004","dans les 10 jours 3 % d'escompte dans les 30 jours Net dû",								
"PS1","0005","Dans les 14 jours Net dû",								
"PS1","0006","dans les 14 jours 1 % d'escompte dans les 45 jours Net dû",								
"PS1","0007","dans les 14 jours 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0008","dans les 14 jours 2 % d'escompte dans les 60 jours Net dû",								
"PS1","0009","dans les 14 jours 3 % d'escompte 14 jours 3 % / 30 jours net",								
"PS1","0011","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 45 jours Net dû",								
"PS1","0012","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 60 jours Net dû",								
"PS1","0013","dans les 14 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 90 jours Net dû",								
"PS1","0014","dans les 14 jours 3 % d'escompte dans les 60 jours Net dû",								
"PS1","0015","Dans les 15 jours Net dû",								
"PS1","0016","dans les 15 jours 3 % d'escompte dans les 30 jours Net dû",								
"PS1","0017","dans les 15 jours 3 % d'escompte dans les 30 jours 2 % d'escompte dans les 60 jours Net dû",								
"PS1","0018","Dans les 20 jours Net dû",								
"PS1","0019","Dans les 30 jours Net dû",								
"PS1","0020","dans les 30 jours 3 % d'escompte",								
"PS1","0021","dans les 30 jours 3 % d'escompte dans les 45 jours Net dû",								
"PS1","0022","dans les 30 jours 3 % d'escompte dans les 60 jours Net dû",								
"PS1","0023","Dans les 325 jours Net dû",								
"PS1","0024","Dans les 40 jours Net dû",								
"PS1","0025","Dans les 45 jours Net dû",								
"PS1","0026","Dans les 60 jours Net dû",								
"PS1","0027","dans les 7 jours Net dû",								
"PS1","0028","dans les 7 jours 4 % d'escompte dans les 14 jours 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0029","dans les 75 jours Net dû",								
"PS1","0030","Dans les 8 jours Net dû",								
"PS1","0031","dans les 8 jours 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0032","dans les 8 jours 3 % d'escompte dans les 14 jours 2 % d'escompte dans les 30 jours Net dû",								
"PS1","0033","dans les 8 jours 3 % d'escompte dans les 30 jours Net dû",								
"PS1","0034","Dans les 90 jours Net dû",								
"PS1","0035","Dans les 120 jours Net dû",								
"PS1","0036","Dans les 35 jours Net dû",								
"PS1","0037","Dans les 270 jours Net dû",								
"PS1","0038","Dans les 360 jours Net dû",								
"PS1","0039","Dans les 450 jours Net dû",								
