"ERP System","Payment_Term","Text",
"P41","Y172","within 15 days 2 % cash discount-within 90 days Due net",
"P41","Y173","within 135 days 2 % cash discount-within 136 days Due net",
"P41","Y174","within 20 days 1 % cash discount-within 30 days Due net",
"P41","Y175","within 30 days 1 % cash discount-within 45 days Due net",
"P41","Y176","within 45 days 1 % cash discount-within 60 days Due net",
"P41","Y177","within 18 days 1 % cash discount-within 30 days Due net",
"P41","Y178","within 18 days 2 % cash discount-within 30 days Due net",
"P41","Y179","2 % 20 Days net 60 Days",
"P41","Y180","Before 10 of the next month ;; Due net",
"P41","Y181","For incoming invoices until 25 of the month-Before 10 of the next month ;; 2 % cash discount-Before 25 of the next month ;; Due net-For incoming invoices until End  of the month-Before 10 in 2 months 2 % cash discount-Before 25 in 2 months Due net",
"P41","Y182","Before 10 of the next month ;; 1 % cash discount",
"P41","Y183","Payable immediately 1 % cash discount",
"P41","Y184","Payable immediately 1.5 % cash discount",
"P41","Y185","Payable immediately 2 % cash discount",
"P41","Y186","Payable immediately 10 % cash discount",
"P41","Y187","within 30 days 10 % cash discount",
"P41","Y188","Payable in 2 partial amounts-1 installment: 90.000 % with payment term Y007-2 installment: 10.000 % with payment term Y008",
"P41","Y189","90% 60 days, 10% 120 days net",
"P41","Y190","Payable in 2 partial amounts-1 installment: 90.000 % with payment term Y007-2 installment: 10.000 % with payment term Y112",
"P41","Y191","Payable in 2 partial amounts-1 installment: 90.000 % with payment term Y007-2 installment: 10.000 % with payment term Y113",
"P41","Y193","Payable in 2 partial amounts-1 installment: 90.000 % with payment term Y008-2 installment: 10.000 % with payment term Y111",
"P41","Y194","Payable in 2 partial amounts-1 installment: 90.000 % with payment term Y008-2 installment: 10.000 % with payment term Y112",
"P41","Y195","Payable in 2 partial amounts-1 installment: 90.000 % with payment term Y008-2 installment: 10.000 % with payment term Y113",
"P41","Y196","Payable in 3 partial amounts-1 installment: 33.000 % with payment term Y005-2 installment: 33.000 % with payment term Y007-3 installment: 34.000 % with payment term Y008",
"P41","Y197","Payable in 3 partial amounts-1 installment: 33.000 % with payment term Y005-2 installment: 33.000 % with payment term Y007-3 installment: 34.000 % with payment term Y111",
"P41","Y198","Payable in 3 partial amounts-1 installment: 33.000 % with payment term Y005-2 installment: 33.000 % with payment term Y008-3 installment: 34.000 % with payment term Y113",
"P41","Y199","Payable in 3 partial amounts-1 installment: 10.000 % with payment term Y000-2 installment: 80.000 % with payment term Y005-3 installment: 10.000 % with payment term Y113",
"P41","Y200","within 50 days Due net",
"P41","Y201","within 80 days Due net",
"P41","Y202","within 85 days Due net",
"P41","Y203","immed. due net 50% / 50% in 30 days due net",
"P41","Y204","within 330 days Due net",
"P41","Y205","within 365 days w/o deduction",
"P41","Y206","within 390 days Due net",
"P41","Y207","within 420 days Due net",
"P41","Y208","within 480 days Due net",
"P41","Y209","within 510 days Due net",
"P41","Y210","within 570 days Due net",
"P41","Y211","within 660 days Due net",
"P41","Y212","within 630 days Due net",
"P41","Y213","within 600 days Due net",
"P41","Y214","within 690 days Due net",
"P41","Y215","within 750 days Due net",
"P41","Y216","within 780 days Due net",
"P41","Y217","within 810 days Due net",
"P41","Y218","within 840 days Due net",
"P41","Y219","within 870 days Due net",
"P41","Y220","within 900 days Due net",
"P41","Y221","within 930 days Due net",
"P41","Y222","within 960 days Due net",
"P41","Y223","within 990 days Due net",
"P41","Y224","2 Year Contract: 24 Mon Pmts",
"P41","Y225","5 Year Contract - 60 Mon Pmts",
"P41","Y226","within 370 days Due net",
"P41","Y227","30/60/90 day rate plan",
"P41","Y300","according to agreement",
"P41","Y301","L/C-/ documentary business",
"P41","Y302","Free of charge",
"P41","Y303","Financing according contract",
"P41","Y304","Financing according contract",
"P41","Y305","within 15 days 0.5 % cash discount",
"P41","Y306","against payment in advance",
"P41","Y307","L/C / documentary business",
"P41","Y308","15% immediat., 85% 30 days net",
"P41","Y309","90% 30 days, 10% 180 days net",
"P41","Y310","80% 30 days, 20% 180 days net",
"P41","Y311","10% immediately,90% 30days net",
"P41","Y312","Payable in 2 partial amounts-1 installment: 70.000 % with payment term Y007-2 installment: 30.000 % with payment term Y008",
"P41","Y313","Payable in 2 partial amounts-1 installment: 50.000 % with payment term Y005-2 installment: 50.000 % with payment term Y113",
"P41","Y314","30% down paym., 70% LC 60 days",
"P41","Y315","L/C / documentary business",
"P41","Y316","L/C / documentary business",
"P41","Y317","90% LC / 10% handing over",
"P41","Y318","90% LC / 10% -90 days",
"P41","Y401","Cash against documents",
"P41","Y402","For incoming invoices until 15 of the month-within 14 days 2 % cash discount-within 30 days 1.5 % cash discount-within 45 days Due net-Baseline date on 30 of the month",
"P41","Y403","within 14 days 3 % cash discount-within 30 days 1 % cash discount-within 60 days Due net",
"P41","Y404","within 10 days 2 % cash discount-within 30 days 1 % cash discount-within 50 days Due net",
"P41","Y405","Before End of the month 4 % cash discount-Before 15 of the next month ;; 2 % cash discount-Before 15 in 2 months Due net",
"P41","Y407","Cash against documents (payment target 60 days)",
"P41","Y408","within 10 days 2 % cash discount-within 40 days Due net",
"P41","Y409","Payable immediately Due net-Baseline date on 10 of next month",
"P41","Y410","within 10 days 3 % cash discount",
"P41","Y411","Payable immediately Due net-Baseline date on 11 of next month",
"P41","Y413","within 10 days 5 % cash discount",
"P41","Y414","within 10 days 3 % cash discount-within 15 days 2 % cash discount-within 20 days Due net",
"P41","Y416","within 15 days 0.25 % cash discount-within 90 days Due net",
"P41","Y418","within 15 days 1 % cash discount",
"PD2","C105","105 days net",
"PD2","C120","120 days net",
"PD2","C133","Discount rate equal to 120 days net",
"PD2","C150","150 days net",
"PD2","C163","Discount rate better than 120 days net",
"PD2","C180","180 days net",
"PD2","C600","60 Days Net",
"PD2","C612","Discount rate equal to 60 days net",
"PD2","C613","Discount rate better than 60 days net",
"PD2","C615","Discount rate 1&2 better than 60 days net",
"PD2","C632","Discount rate better than 60 days net",
"PD2","C633","Discount rate better than 60 days net",
"PD2","C750","75 days net",
"PD2","C900","90 days net",
"PD2","C913","Discount rate equal to 90 days net",
"PD2","C915","Discount rate 1&2 better than 90 days net",
"PD2","C932","Discount rate equal to 90 days net",
"PD2","C933","Discount rate better than 90 days net",
"PD2","C935","Discount rate better than 90 days net",
"PD2","C963","Discount rate better than 90 days net",
"PD2","D001","Do Not Use: term ineffective, Pays Standard",
"PD2","D002","Do Not Use: term ineffective, Pays Standard",
"PD2","D003","2%/20 Days- Net 55",
"PD2","D004","3% discount 10 days-or STND no discount",
"PD2","D005","5% discount 10 days-or STND no discount",
"PD2","D006","Net 55 Days",
"PD2","D007","InvDate 1-10 1.5% on 25th, or STND 0% InvDate 11-15 1.5% on 25th, or STND 0% InvDt 16-20 1.5% on next 10th or STND 0%",
"PD2","D008","InvDate 1-10 2% on 25th, or STND 0% InvDate 11-15 2% on 25th, or STND 0% InvDt 16-20 2% on next 10th or STND 0% InvDt 21-31 2% on next 10th or STND 0%",
"PD2","D009","1% discount 30 days-or STND no discount",
"PD2","D010","5% discount 30 days-or STND no discount",
"PD2","D011","Do Not Use: term ineffective, Pays Standard",
"PD2","D012","1.25% 20 Days or Net 30 days",
"PD2","D013","2.0% 10 Days",
"PD2","D014","1.5% discount 30 days-or STND no disc",
"PD2","D015","2% discount 30 days-or STND no discount",
"PD2","D016","3% discount 30 days-or STND no discount",
"PD2","D017","2.0% 15, Net 30 Days",
"PD2","D018","1.0% 10 Days or 55 days with no disc.",
"PD2","D020","3.0% 10 Days",
"PD2","D021","5.0% 10 Days",
"PD2","D022","1.0% 10 days or 30 days with no disc.",
"PD2","D023","1% 15 Days, Net 55 Days",
"PD2","D024","1.0% Discount - Pay in next payment run",
"PD2","D025","1.5 % Discount - Pay in next payment run",
"PD2","D026","2.0% Discount - Pay in next payment run",
"PD2","D027","5.0 % Discount - Pay in next payment run",
"PD2","D029","Within 14 Days - 3% Discount - Net 30",
"PD2","D030","Within 14 Days - 2% Discount - Net 30",
"PD2","D033","2.5% discount 10 days-or STND 0%",
"PD2","D034","Do Not Use: term ineffective, Pays Standard",
"PD2","D035","1.5%/ 20 Days- Net 55",
"PD2","D036","2% discount 20 days-or STND 0%",
"PD2","D037","1.5% Discount in 20 days or Net 30 Days",
"PD2","D038","2.0% discount no net 55",
"PD2","E001","Next Payment After Posting",
"PD2","EA30","EFT: Invoice date 1-15, Net on next 13th EFT:Invoice date 16-31, Net on next 28th",
"PD2","EAOP","End of Accrual Period 60 Days",
"PD2","EF10","Net 13 Days",
"PD2","EF15","EFT Net 15 Days + 3",
"PD2","EF30","Net 33 Days",
"PD2","EF45","EFT Net 45 Days + 3",
"PD2","EFD0","Do Not Use: term ineffective, Pays Standard",
"PD2","EFD1","Do Not Use: term ineffective, Pays Standard",
"PD2","EFD2","EFT - 1.0% 10 Days, Nt 25 Days-Howmet",
"PD2","EFD3","EFT-2.0% 10 Days + 3 or EFT STND",
"PD2","EFD4","Net 55 Days",
"PD2","EFD5","EFT-5.0% 10 Days + 3 or EFT STND",
"PD2","EFD6","EFT-10.0% 10 Days + 3 or EFT STND",
"PD2","EFD7","EFT-3.0% 10 Days + 3 or EFT STND",
"PD2","EFN0","EFT 0.5% Discount, Net 55 Days + 3",
"PD2","EFN1","EFT 1.0% Discount, Net 55 Days + 3",
"PD2","EFN2","EFT 2.0% Discount, Net 55 Days + 3",
"PD2","EFN3","EFT 3.0% Discount, Net 55 Days + 3",
"PD2","EFN5","EFT 5.0% Discount, Net 55 Days + 3",
"PD2","EFN6","EFT 1.5% Discount, Net 55 Days + 3",
"PD2","EFN7","EFT 10.0% Discount, Net 55 Days + 3",
"PD2","EFT","Net 60 Days",
"PD2","HB04","2 Installments: 95% and 5%",
"PD2","HB05","2 Installments: 90% and 10%",
"PD2","HB06","2 Installments: 85% and 15%",
"PD2","IC00","ICC Direct Debit Fix 15. M.+0",
"PD2","IC01","ICC Direct Debit Fix 15. M.+1",
"PD2","IC02","ICC Direct Debit Fix 15. M.+2",
"PD2","IC03","ICC Direct Debit Fix 15. M.+3",
"PD2","IC04","ICC Direct Debit Fix 15. M.+4",
"PD2","IC05","ICC Direct Debit Fix 15. M.+5",
"PD2","IC06","ICC Direct Debit Fix 15. M.+6",
"PD2","IC30","ICC Direct Debit Month End. M+1",
"PD2","IC31","ICC Direct Debit Month End. M+1",
"PD2","IC32","ICC Direct Debit Month End. M+2",
"PD2","IC34","ICC - Due at + 4Months",
"PD2","ICUT","ICC Direct Debit Month End. M+0",
"PD2","N010","Net 10 Days",
"PD2","N015","Net 15 Days",
"PD2","N020","Net 20 Days",
"PD2","N025","Net 25 Days",
"PD2","N030","Net 30 Days",
"PD2","N045","Net 45 Days",
"PD2","N060","Net 60 Days",
"PD2","N090","Net 90 Days",
"PD2","N120","Net 120 Days",
"PD2","N150","Net 150 Days",
"PD2","N180","Net 180 Days",
"PD2","NA30","Net 55 Days",
"PD2","NB30","Inv Dated 1-15, Due 30th Current Month Inv Dated 16-31,Due 15th of Following",
"PD2","PROG","Progress Payment - Standard Terms Siemens Westinghouse Progress Payment",
"PD2","RET1","Retainage of 5%",
"PD2","RET2","Retainage of 10%",
"PD2","RET3","Retainage of 15%",
"PD2","S001","Special Net Term",
"PD2","SFST","Siemens Fossil Power Corp Standard Terms",
"PD2","STND","Net 60 Days",
"PS1","0000","Payable immediately Due net",
"PS1","0001","On immediate payment 2 % cash discount within 30 days Due net",
"PS1","0002","Within 10 days Due net",
"PS1","0003","within 10 days 2 % cash discount within 30 days Due net",
"PS1","0004","within 10 days 3 % cash discount within 30 days Due net",
"PS1","0005","Within 14 days Due net",
"PS1","0006","within 14 days 1 % cash discount within 45 days Due net",
"PS1","0007","within 14 days 2 % cash discount within 30 days Due net",
"PS1","0008","within 14 days 2 % cash discount within 60 days Due net",
"PS1","0009","within 14 days 3 % cash discount 14 days 3 % / 30 days net",
"PS1","0011","within 14 days 3 % cash discount within 30 days 2 % cash discount within 45 days Due net",
"PS1","0012","within 14 days 3 % cash discount within 30 days 2 % cash discount within 60 days Due net",
"PS1","0013","within 14 days 3 % cash discount within 30 days 2 % cash discount within 90 days Due net",
"PS1","0014","within 14 days 3 % cash discount within 60 days Due net",
"PS1","0015","Within 15 days Due net",
"PS1","0016","within 15 days 3 % cash discount within 30 days Due net",
"PS1","0017","within 15 days 3 % cash discount within 30 days 2 % cash discount within 60 days Due net",
"PS1","0018","Within 20 days Due net",
"PS1","0019","Within 30 days Due net",
"PS1","0020","within 30 days 3 % cash discount",
"PS1","0021","within 30 days 3 % cash discount within 45 days Due net",
"PS1","0022","within 30 days 3 % cash discount within 60 days Due net",
"PS1","0023","Within 325 days Due net",
"PS1","0024","Within 40 days Due net",
"PS1","0025","Within 45 days Due net",
"PS1","0026","Within 60 days Due net",
"PS1","0027","within 7 days Due net",
"PS1","0028","within 7 days 4 % cash discount within 14 days 2 % cash discount within 30 days Due net",
"PS1","0029","within 75 days Due net",
"PS1","0030","Within 8 days Due net",
"PS1","0031","within 8 days 2 % cash discount within 30 days Due net",
"PS1","0032","within 8 days 3 % cash discount within 14 days 2 % cash discount within 30 days Due net",
"PS1","0033","within 8 days 3 % cash discount within 30 days Due net",
"PS1","0034","Within 90 days Due net",
"PS1","0035","Within 120 days Due net",
"PS1","0036","Within 35 days Due net",
"PS1","0037","Within 270 days Due net",
"PS1","0038","Within 360 days Due net",
"PS1","0039","Within 450 days Due net",
"PS1","0040","within 30 days 2 % cash discount within 90 days Due net",
"PS1","0041","within 11 days 2 % cash discount within 30 days Due net",
"PS1","0042","within 11 days 3 % cash discount within 27 days 2 % cash discount within 90 days Due net",
"PS1","0043","within 27 days 2 % cash discount within 60 days Due net",
"PS1","0044","within 11 days 2 % cash discount within 60 days Due net",
"PS1","0045","within 20 days 2 % cash discount within 30 days Due net",
"PS1","0047","within 14 days 1.5 % cash discount within 30 days 1 % cash discount within 60 days Due net",
"PS1","9000","already payed",
"PS1","BLOC","Payable immediately Due net",
"PS1","IC01","Before End of month Due net",
"PS1","IC02","Bef End of next month Due net",
"PS1","IC03","Before End in 2 months Due net",
"PS1","IC04","Before End in 3 months Due net",
"PS1","IC05","Before End in 4 months Due net",
"PS1","IC06","Due on the 15th of the third month after invoicing",
"PS1","ICC","Payable immediately Due net",
"PS1","Q019","SCF ORBIAN within 30 days due net",
"PS1","Q025","SCF ORBIAN within 45 days Due net",
"PS1","Q026","SCF ORBIAN within 60 days Due net",
"PS1","Q029","SCF ORBIAN within 75 days Due net",
"PS1","Q034","SCF ORBIAN within 90 days Due net",
"PS1","Q035","SCF ORBIAN within 120 days Due net",
"PS1","Q038","SCF ORBIAN within 360 days Due net",
"PS1","ZMIG","migrated values from source system",
"PT2","C105","105 days net",
"PT2","C120","120 days net",
"PT2","C133","Discount rate equal to 120 days net",
"PT2","C150","150 days net",
"PT2","C163","Discount rate better than 120 days net",
"PT2","C180","180 days net",
"PT2","C600","Minimum term 60 days net",
"PT2","C612","Discount rate equal to 60 days net",
"PT2","C613","Discount rate better than 60 days net",
"PT2","C615","Discount rate 1&2 better than 60 days net",
"PT2","C632","Discount rate better than 60 days net",
"PT2","C633","Discount rate better than 60 days net",
"PT2","C750","75 days net",
"PT2","C900","90 days net",
"PT2","C913","Discount rate equal to 90 days net",
"PT2","C915","Discount rate 1&2 better than 90 days net",
"PT2","C932","Discount rate equal to 90 days net",
"PT2","C933","Discount rate better than 90 days net",
"PT2","C935","Discount rate better than 90 days net",
"PT2","C963","Discount rate better than 90 days net",
"PT2","EAOP","End of Accrual Period 60 Days",
"PT2","IC03","ICC Direct Debit Fix 15. M.+3",
"PT2","ICU2","ICC -Due end of the next month",
"PT2","ICU3","ICC - Due at + 2 Months",
"PT2","ICU4","ICC - Due at + 4Months",
"PT2","ICUT","ICC - Due end of current month",
"PT2","P001","Due Upon Receipt",
"PT2","P002","Cash Upon Receipt",
"PT2","P003","Net 30 Days",
"PT2","P004","Net 45 Days",
"PT2","P005","Net 50 Days",
"PT2","P006","Net 55 Days",
"PT2","P007","Net 60 Days",
"PT2","P008","Letter of Credit",
"PT2","P009","Payment Prior to Shipment",
"PT2","P010","50% On Order 50% Prior to  Ship",
"PT2","P011","Progress Payments - Due Net 30",
"PT2","P012","Sight Draft Against Doc",
"PT2","P013","See Below",
"PT2","P014","100% With Order",
"PT2","P015","No charge",
"PT2","P016","Net 10 Days",
"PT2","P017","50% On Order - 50% Upon Ship",
"PT2","P018","Credit Card",
"PT2","P019","ICC Clearing",
"PT2","P021","Net 15 Days",
"PT2","P022","3% Disc 10 Days - Net 30",
"PT2","P023","Net 90 Days",
"PT2","P024","2% Disc 10 Days - Net 30",
"PT2","P025","2% Disc 20 Days - Net 30",
"PT2","P026","2% Disc 20 Days - Net 60",
"PT2","P027","Net 7 Days",
"PT2","P20","1% Disc 10 Days - Net 30",
"PTC","0001","Payable immediately Due net",
"PTC","0002","within 8 days Due net",
"PTC","0003","within 10 days Due net",
"PTC","0004","within 14 days Due net",
"PTC","0005","within 30 days Due net",
"PTC","0006","within 45 days Due net",
"PTC","0007","within 60 days Due net",
"PTC","0008","within 90 days Due net",
"PTC","0009","within 20 days Due net",
"PTC","0010","within 21 days Due net",
"PTC","0011","within 120 days Due net",
"PTC","0014","within 8 days 2 % cash discount within 14 days Due net",
"PTC","0015","within 8 days 2 % cash discount within 30 days Due net",
"PTC","0016","within 10 days 2 % cash discount within 30 days Due net",
"PTC","0018","within 14 days 2 % cash discount within 30 days Due net",
"PTC","0019","within 14 days 2 % cash discount within 60 days Due net",
"PTC","0020","within 14 days 2 % cash discount within 90 days Due net",
"PTC","0021","within 30 days 2 % cash discount within 60 days Due net",
"PTC","0022","within 30 days 2 % cash discount within 90 days Due net",
"PTC","0025","within 10 days 3 % cash discount within 15 days 2 % cash discount within 30 days Due net",
"PTC","0027","within 8 days 3 % cash discount within 30 days Due net",
"PTC","0028","within 10 days 3 % cash discount within 30 days 2 % cash discount within 60 days Due net",
"PTC","0030","within 10 days 3 % cash discount within 30 days Due net",
"PTC","0032","within 14 days 3 % cash discount within 30 days Due net",
"PTC","0033","within 14 days 3 % cash discount within 45 days Due net",
"PTC","0034","within 14 days 3 % cash discount within 60 days Due net",
"PTC","0035","within 14 days 3 % cash discount within 90 days Due net",
"PTC","0036","within 15 days 3 % cash discount within 60 days Due net",
"PTC","0037","within 30 days 3 % cash discount within 60 days Due net",
"PTC","0038","within 30 days 3 % cash discount within 90 days Due net",
"PTC","0039","within 10 days 3 % cash discount within 90 days Due net",
"PTC","0040","within 14 days 3 % cash discount within 30 days 2 % cash discount within 60 days Due net",
"PTC","0043","within 14 days 3 % cash discount within 30 days 2 % cash discount within 90 days Due net",
"PTC","0046","Before 15 of the next month ;; 2 % cash disco   within 60 days Due net",
"PTC","0047","Before 15 of the next month ;; 2 % cash disco within 90 days Due net",
"PTC","0048","Before 15 of the next month ;; 3 % cash disco within 60 days Due net",
"PTC","0049","Before 15 of the next month ;; 3 % cash disco within 90 days Due net",
"PTC","0060","within 14 days 4 % cash discount within 30 days Due net",
"PTC","0080","Payment against documents",
"PTC","0081","against charging",
"PTC","0082","1/3 on order conf.; 2/3 30 d on delivery",
"PTC","0083","30% down pay.; 70 % on delivery",
"PTC","0084","Payable immediately 5 % bank direct debit",
"PTC","0085","Within 10 d 2 % cash disc.;60 d net on inv/go    ",
"PTC","0086","Within 10 d 3 % cash disc.;60 d net on inv/go    ",
"PTC","0087","Within 14 d 3 % cash disc.;40 d net on inv/go    ",
"PTC","0088","Within 14 d 3 % cash disc.;45 d net on inv/go    ",
"PTC","0089","Within 14 d 3 %;30 d 2 %;90 d net on inv/go r   ",
"PTC","0090","Before 15 of next month on inv/go rec.; 30 d n   ",
"PTC","0091","Bef. 15 of next month on inv/go rec.2 %;60 d    ",
"PTC","0092","Bef. 15 of next month on inv/go rec.2 %;90 d    ",
"PTC","0093","Bef. 15 of next month on inv/go rec.3 %;60 d    ",
"PTC","0094","Bef. 15 of next month on inv/go rec.3 %;90 d    ",
"PTC","0095","30 % on order, 70 % net; 30 days on delivery",
"PTC","0096","Within 14 d 2 % cash disc.;90 d net on inv/go    ",
"PTC","0100","within 30 days 1 % cash discount",
"PTC","0101","within 15 days 1 % cash discount",
"PTC","C105","within 105 days Due net",
"PTC","C120","within 120 days Due net",
"PTC","C121","within 120 days Due net",
"PTC","C133","within 30 days 3 % cash discount within 120 days Due net",
"PTC","C150","within 150 days Due net",
"PTC","C163","within 60 days 3 % cash discountwithin 120 days Due net",
"PTC","C180","within 180 days Due net",
"PTC","C600","within 60 days Due net",
"PTC","C601","within 60 days Due net",
"PTC","C612","within 14 days 2 % cash discount within 60 days Due net",
"PTC","C613","within 14 days 3 % cash discount within 60 days Due net",
"PTC","C615","within 14 days 3 % cash discount within 30 days 2 % cash discount within 60 days Due net",
"PTC","C632","within 30 days 2 % cash discount within 60 days Due net",
"PTC","C633","within 30 days 3 % cash discount within 60 days Due net",
"PTC","C750","within 75 days Due net",
"PTC","C900","within 90 days Due net",
"PTC","C901","within 90 days Due net",
"PTC","C913","within 14 days 3 % cash discount within 90 days Due net",
"PTC","C915","within 14 days 3 % cash discount within 30 days 2 % cash discount within 90 days Due net",
"PTC","C932","within 30 days 2 % cash discount within 90 days Due net",
"PTC","C933","within 30 days 3 % cash discount within 90 days Due net",
"PTC","C935","within 30 days 3 % cash discount within 60 days 2 % cash discount within 90 days Due net",
"PTC","C963","within 60 days 3 % cash discount within 90 days Due net",
"PTC","IC15","ICC fix marching in 15 M + 1 month",
"PTC","IC30","ICC marching in on the 31 + 1 month",
"PTC","IC60","Payable immediately Due net Baseline date on End in 2 months",
"PTC","IC90","15th of the invoice data + 3 month",
"PTC","ICUT","ICC Standard Ultimo",
"PTC","Q090","ORBIAN due 90 days net",
"PTC","Z009","within 10 days 0,5 % cash discount within 30 days Due net",
"PTC","Z010","within 30 days 1 % cash discount within 45 days Due net",
"PTC","Z014","within 14 days 1 % cash discount within 30 days Due net",
"PTC","Z035","within 35 days Due net",
"PTC","Z045","within 10 days 2 % cash discount within 45 days Due net",
"PTC","Z052","within 52 days Due net",
"PTC","Z060","within 45 days 1 % cash discount within 60 days Due net",
"PTC","Z100","100% net 75 days after delivery",
"PTC","Z101","20% adv, 80% net 30 days",
"PTC","Z102","100% advance payment",
"PTC","Z103","30% advance payment, 70% prior to shipment",
"PTC","Z104","90% net 30 days after delivery, 10% HB",
"PTC","Z105","within 15 days 2,5 % cash discount within 90 days Due net",
"PTC","Z106","85% net 30 days after delivery, 15% HB",
"PTC","Z107","within 10 days 1 % cash discount within 30 days Due net",
"PTC","Z108","35% advance payment, 65% prior to shipment",
"PTC","Z109","50% advance payment, 50% prior to shipment",
"PTC","Z110","10%ReceiptOrd30%DwgApproval60%PriorShip",
"PTC","Z111","70% adv. payment, 30% N90D FCA delivery",
"PTC","Z112","80% adv. payment, 20% N30D FCA delivery",
"PTC","Z113","2% discount within 20days, net within 75day",
"PTC","Z114","30% advance payment, 70% within 60 days",
"PTC","Z260","within 45 days 2 % cash discount within 60 days Due net",
"PTC","Z280","within 10 days 1,5 % cash discount within 60 days Due net",
"RBP","0000","Net on date specified",
"RBP","0001","Payable immediately Due net",
"RBP","0002","within 14 days 2 % cash discount within 30 days Due net",
"RBP","0003","within 14 days 3 % cash discount within 20 days 2 % cash discount within 30 days Due net",
"RBP","0004","Baseline date on End of the month",
"RBP","0005","Baseline date on 10 of next month",
"RBP","0006","Before End of the month 4 % cash discount Before 15 of the next month ;; 2 % cash discount Before 15 in 2 months Due net",
"RBP","0007","For incoming invoices until 15 of the monthBefore 15 in 2 months Due net",
"RBP","0008","For incoming invoices until 15 of the monthBaseline date on 15 of next month",
"RBP","0009","Payable in 3 partial amounts 1 installment: 30.000 % with payment term 0001 2 installment: 40.000 % with payment term 0001 3 installment: 30.000 % with payment term 0001",
"RBP","A000","100% pay in advance before delivery",
"RBP","A006","50% down payment",
"RBP","A009","Pay 20% as advc pmnt within 30 days fr inv date",
"RBP","A060","4% Adv.Payment within 60 days from invoice date",
"RBP","A603","10% Final Invoice - 60 days",
"RBP","D003","20 day 2%, 50 days net",
"RBP","D037","1.5% Discount in 20 days or Net 30 Days",
"RBP","D60","next 1st of month after 60 days",
"RBP","D75","next 1st of month after 75 days",
"RBP","E001","Payable immediately Due net",
"RBP","E002","Within 10 days 3 % cash discount",
"RBP","E003","10 days 3 % , 30 days Due net",
"RBP","E004","7 days 2 %,14 days net",
"RBP","E005","0 days 2% 10 days net",
"RBP","E006","7 days 2% 30 days net",
"RBP","E007","7 days 2% 14 days net",
"RBP","E008","8 days 2%, 14 days net",
"RBP","E009","90 days net",
"RBP","E010","21 days 3% 30 days net",
"RBP","E011","30 days 2% 40 days net",
"RBP","E012","10 days 3% 20 days net",
"RBP","E013","20 days 4% 60 days net",
"RBP","E014","20 d 3% 30 d 2% 90 net",
"RBP","E015","21 days 5% 30 days net",
"RBP","E016","30 days 2% 60 days net",
"RBP","E017","30 days net",
"RBP","E018","10 days 3% 30 days net",
"RBP","E019","7 days 2% 14 days net",
"RBP","E020","14 d 3% 30 d 2% 60 net",
"RBP","E021","14 days 3% 60 days net",
"RBP","E022","14 days 2%",
"RBP","E023","7 days 3% 30 days net",
"RBP","E024","14 days 3% 90 days net",
"RBP","E025","14 d 3% 21 d 2% 90 net",
"RBP","E026","14 d 3% 30 d 2% 90 net",
"RBP","E027","30 d 1% 31 net",
"RBP","E028","12 d 2% 35 net",
"RBP","E029","6 d 3% 14 d 2% 30 net",
"RBP","E030","10 days 3,5% 30 days net",
"RBP","E031","15 days 3%, 30 days 1,5%, 60 net",
"RBP","E032","7 days 10% within 30 days net",
"RBP","E033","14 days 3% within 30 days Due net",
"RBP","E034","30 days 2% 31 days net",
"RBP","E035","30 days 3% 60 days net",
"RBP","E036","30 days 3% 45 days net",
"RBP","EF10","Net 13 Days",
"RBP","EF15","EFT Net 15 Days + 3",
"RBP","EF30","Net 33 Days",
"RBP","EF45","EFT Net 45 Days + 3",
"RBP","EF60","60 days due net",
"RBP","EFT","Net 58 Days",
"RBP","H001","30 days 1%, 31 net",
"RBP","H002","18 days 3%, 30 net",
"RBP","H003","14 days 3%, 30 days 2%, 90 net",
"RBP","H004","12 days 2%, 35 net",
"RBP","H005","10 days 3,5%, 30 net",
"RBP","I030","1 d after end of next m net",
"RBP","I031","Payable due end of 1st month following inv month",
"RBP","I045","End of the month + 45",
"RBP","I060","1 d after end of 2nd m net",
"RBP","I075","End of the month + 75",
"RBP","I150","End of the month + 150",
"RBP","IC15","ICC Collection 15 + 1 Month",
"RBP","IC30","ICC Collection 30 + 1 Month",
"RBP","IC60","ICC Collection 30 + 2 Month",
"RBP","IC90","ICC 15th Inv Date + 3 Month",
"RBP","ICUT","ICC Collection month end",
"RBP","L05","Baseline date on 5 of next month",
"RBP","L08","Baseline date on 8 of next month",
"RBP","L1","Due on end of the month from invoice date",
"RBP","L10","Baseline date on 10 of next month",
"RBP","L100","Payable 100 days from final date of invoice month.",
"RBP","L120","Payable 120 days from final date of invoice month.",
"RBP","L14","Baseline date on 14 of next month",
"RBP","L15","Baseline date on 15 of next month",
"RBP","L20","Baseline date on 20 of next month",
"RBP","L25","Baseline date on 25 of next month",
"RBP","L30","Payable 30 days from final date of invoice month.",
"RBP","L31","within 8 days 1 % cash discount within 30 days Due net Baseline date on End of the month",
"RBP","L32","within 8 days 1.25 % cash discount within 30 days Due net Baseline date on End of the month",
"RBP","L33","within 8 days 1.5 % cash discount within 30 days Due net Baseline date on End of the month",
"RBP","L34","within 8 days 2 % cash discount within 30 days Due net Baseline date on End of the month",
"RBP","L35","within 8 days 0.5 % cash discount within 30 days Due net Baseline date on End of the month",
"RBP","L36","As end of month 14 days - 1%, 30 day net",
"RBP","L38","End next month 8 days - 1 %",
